,Coach Name,Year,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Avg 2Y Win Pct,Coach Tenure Class
0,Aaron Kromer,2012,45,0,9,0,0,9,0,0,0,,,,,,,,,,0.75,0.35483871,0.903225806,0.935483871,0.833333333,1,0.5,0.333333333,0
1,Abe Gibron,1972,47,0,0,0,0,12,0,0,0,,,,,,,,,,0.428571429,0.36,0.26,0.06,0.166666667,0,0,0.267857143,1
2,Adam Gase,2016,38,0,0,0,0,5,3,0,0,0.752688172,0.752688172,0.64516129,,,,,,,0.4375,0.516129032,0.338709677,0.387096774,0.166666667,0,0,0.5,1
4,Adam Walsh,1945,44,0,8,0,12,0,0,0,0,,,,,,,,,,0.4,0.6,0.4,0.4,0.25,0,0,0.745454545,0
5,Al Cornsweet,1931,25,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.2,0
6,Al Davis,1963,34,0,7,0,0,0,0,0,0,,,,,,,,,,0.107142857,0.357142857,0,0,0,0,0,0.571428571,1
7,Al Groh,2000,56,0,10,3,7,7,5,0,0,,,,0.430395913,0.507790549,0.4651341,,,,0.625,0.811494253,0.664367816,0.497701149,0.625,0.5,0.5,0.5625,0
8,Al Jolley,1929,30,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,0,1,0,,,0.166666667,0
9,Al Jolley,1933,34,1,0,0,0,0,0,1,0,,,,,,,1,0.181818182,1,,,,,,,,0,0
10,Al Nesser,1926,34,0,0,0,0,0,0,0,0,,,,,,,,,,0.4375,1,0.433436533,1,0.568111455,,,0.25,0
11,Al Pierotti,1920,25,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.5,0
12,Al Saunders,1986,39,0,4,7,0,3,0,0,0,,,,,,,,,,0.46875,0.351851852,0.518518519,0.722222222,0.125,0,0,0.454166667,1
13,Aldo Donelli,1941,34,0,6,0,3,0,0,0,0,,,,,,,,,,0.204545455,0,0.111111111,0.055555556,0.25,0,0,0,0
14,Aldo Donelli,1944,37,1,6,0,4,1,0,1,1,,,,,,,0.111111111,0,0,0.454545455,0.444444444,0.444444444,0,0.5,0,0,0.4,0
15,Alex Webster,1969,38,0,0,0,0,2,0,0,0,,,,,,,,,,0.5,0.733333333,0.466666667,0.633333333,0.666666667,0,0,0.535714286,2
16,Alfred McGall,1930,49,0,0,0,10,0,0,0,0,,,,,,,,,,0.416666667,1,0.363636364,1,0.363636364,,,0,0
17,Algy Clark,1934,30,0,0,0,0,0,0,0,0,,,,,,,,,,0.35,0.777777778,0.222222222,0,0.25,,,0,0
18,Allie Sherman,1961,38,0,0,0,0,4,2,0,0,0.659090909,0.746212121,0.314393939,,,,,,,0.708333333,0.401515152,0.704545455,0.916666667,0.8,0.5,0,0.803571429,3
19,Andy Reid,1999,41,0,6,3,0,7,0,0,0,,,,,,,,,,0.296875,0.172413793,0.155172414,0.448275862,0.25,0,0,0.5,3
20,Andy Reid,2013,55,1,6,3,0,7,0,14,0,,,,,,,0.657066052,0.679646697,0.592549923,0.28125,0.241935484,0.048387097,0.258064516,0,0,0,0.625,3
21,Andy Salata,1930,25,0,0,0,0,0,0,0,0,,,,,,,,,,0.416666667,1,0.363636364,1,0.363636364,,,0.166666667,0
22,Anthony Lynn,2017,49,0,0,0,0,13,1,0,0,0.516129032,0.709677419,0.935483871,,,,,,,0.28125,0.306451613,0.241935484,0.612903226,0,0,0,0.65625,1
23,Archie Golembeski,1925,25,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.541666667,0
24,Arnie Horween,1923,25,0,0,0,0,0,0,0,0,,,,,,,,,,0.613636364,1,0.573529412,1,0.766176471,0,0,0.608333333,0
25,Art Lewis,1938,27,0,0,0,0,0,0,0,0,,,,,,,,,,0.090909091,0.111111111,0,0.111111111,0,0,0,0.5,0
26,Art Shell,1989,43,0,0,0,0,6,0,0,0,,,,,,,,,,0.385416667,0.518518519,0.5,0.592592593,0.375,0,0,0.666666667,2
27,Art Shell,2006,60,1,0,0,0,12,0,6,1,,,,,,,0.475308642,0.512345679,0.364197531,0.28125,0.274193548,0.112903226,0.177419355,0,0,0,0.125,0
28,Austin Higgins,1921,24,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0
29,Babe Ruetz,1922,29,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.545454545,1
30,Barry Switzer,1994,57,0,5,7,16,0,0,0,0,,,,,,,,,,0.78125,0.759259259,0.962962963,0.981481481,1,1,3,0.75,1
31,Bart Starr,1975,41,0,0,0,0,1,0,0,0,,,,,,,,,,0.428571429,0.54,0.44,0.36,0.333333333,0,0,0.321428571,3
32,Ben McAdoo,2016,39,0,2,0,0,10,2,0,0,0.741935484,0.725806452,0.419354839,,,,,,,0.375,0.64516129,0.467741935,0.241935484,0.333333333,0,0,0.427083333,0
33,Benny Friedman,1930,25,0,0,0,0,0,0,0,0,,,,,,,,,,0.642307692,1,0.722222222,1,0.676767677,0,0,1,0
34,Benny Friedman,1932,27,1,1,0,0,0,0,1,1,,,,,,,1,1,1,0.383928571,1,0.455555556,1,0.405555556,,,0.25,0
35,Bert Bell,1936,41,0,0,0,0,0,0,0,0,,,,,,,,,,0.272727273,0.5625,0.4,0.475,0.25,0,0,0.15530303,2
36,Bert Bell,1941,46,1,0,0,0,0,0,5,0,,,,,,,0.116666667,0.222222222,0.288888889,0.204545455,0,0.111111111,0.055555556,0.25,0,0,0,0
37,Bill Arnsparger,1974,48,0,14,0,0,6,8,0,0,,,,0.8,0.94,0.52,,,,0.375,0.54,0.48,0.5,0.25,0,0,0.25,0
38,Bill Arnsparger,1976,50,1,14,0,0,6,8,2,0,,,,0.8,0.94,0.52,0.14,0.18,0.16,0.75,0.56,0.86,0.74,0.875,0.5,0,0,0
39,Bill Austin,1966,38,0,0,0,0,7,0,0,0,,,,,,,,,,0.25,0.076923077,0.115384615,0.153846154,0.083333333,0,0,0.357142857,1
40,Bill Austin,1970,42,1,0,0,0,8,0,3,1,,,,,,,0.26984127,0.228571429,0.301587302,0.464285714,0.466666667,0.333333333,0.266666667,0.5,0,0,0.428571429,0
41,Bill Belichick,1991,39,0,0,0,0,8,6,0,0,,,,0.858024691,0.839506173,0.617283951,,,,0.390625,0.388888889,0.388888889,0.333333333,0.5,0.5,0.5,0.40625,2
42,Bill Belichick,2000,48,1,0,0,0,9,9,5,1,,,,0.720164609,0.84038598,0.59249326,0.396934866,0.515453384,0.434482759,0.53125,0.628735632,0.525862069,0.575287356,0.125,0.5,0,0.5,3
43,Bill Callahan,2002,46,0,7,1,0,3,4,0,0,0.728448276,0.718965517,0.600287356,,,,,,,0.6875,0.716666667,0.883333333,0.683333333,1,1,1,0.46875,0
44,Bill Conkright,1962,48,0,4,0,3,6,0,0,0,,,,,,,,,,0.285714286,0.214285714,0.071428571,0.142857143,0.166666667,0,0,0.111111111,0
45,Bill Cowher,1992,35,0,0,0,0,4,3,0,0,,,,0.654320988,0.790123457,0.641975309,,,,0.5,0.740740741,0.444444444,0.444444444,0.5,0,0,0.625,3
46,Bill Edwards,1941,36,0,0,0,6,0,0,0,0,,,,,,,,,,0.522727273,0.555555556,0.444444444,0.611111111,0.5,0,0,0.204545455,0
47,Bill Johnson,1976,50,0,0,0,0,19,0,0,0,,,,,,,,,,0.642857143,0.48,0.68,0.8,0.5,0.5,0,0.642857143,1
48,Bill McPeak,1961,35,0,0,0,0,3,0,0,0,,,,,,,,,,0.208333333,0.303030303,0.041666667,0,0.1,0,0,0.267857143,2
50,Bill Parcells,1983,42,0,12,2,1,1,2,0,0,,,,0.851851852,0.833333333,0.222222222,,,,0.503472222,0.444444444,0.592592593,0.37037037,0.375,0.5,0.5,0.390625,3
51,Bill Parcells,1993,52,1,12,2,1,1,2,8,0,,,,0.851851852,0.833333333,0.222222222,0.694444444,0.680555556,0.606481481,0.25,0.074074074,0.111111111,0.055555556,0.125,0,0,0.46875,1
52,Bill Parcells,1997,56,2,12,2,1,1,2,12,0,,,,0.851851852,0.833333333,0.222222222,0.663580247,0.617071094,0.549595573,0.125,0.034482759,0,0.24137931,0,0,0,0.65625,1
53,Bill Parcells,2003,62,3,12,2,1,1,2,15,0,,,,0.851851852,0.833333333,0.222222222,0.606419753,0.630515113,0.589255002,0.3125,0.310215054,0.131182796,0.264516129,0,0,0,0.5,1
54,Bill Peterson,1972,49,0,5,0,12,0,0,0,0,,,,,,,,,,0.285714286,0.08,0.18,0.28,0.166666667,0,0,0.035714286,0
55,Bill Walsh,1979,48,0,0,0,2,9,1,0,0,0.62962963,0.333333333,0.777777778,,,,,,,0.241071429,0.12962963,0.185185185,0.314814815,0.166666667,0,0,0.25,3
56,Billy Marshall,1920,33,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.325892857,0
57,Billy Marshall,1921,34,1,0,0,0,0,0,1,0,,,,,,,1,0.230769231,1,,,,,,,,0.214285714,0
58,Blanton Collier,1963,57,0,0,0,8,9,0,0,0,,,,,,,,,,0.571428571,0.807692308,0.730769231,0.615384615,0.666666667,0,0,0.732142857,3
59,Bo Hanley,1924,37,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,0.1,0
60,Bo McMillin,1948,53,0,0,0,26,0,0,0,0,,,,,,,,,,0.170454545,0.111111111,0.111111111,0.055555556,0,0,0,0.25,1
61,Bo McMillin,1951,56,1,0,0,26,0,0,3,0,,,,,,,0.453703704,0.305555556,0.462962963,0.708333333,0.875,0.875,0.958333333,0.8,0.5,0.5,1,0
62,Bob Dove,1946,25,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.5,0
63,Bob Folwell,1925,40,0,0,0,16,0,0,0,0,,,,,,,,,,,,,,,0,0,0.666666667,0
64,Bob Hollway,1971,45,0,0,0,0,2,2,0,0,,,,1,1,0.966666667,,,,0.732142857,0.86,0.893333333,0.726666667,0.833333333,0.5,0,0.321428571,0
65,Bob Snyder,1947,34,0,0,0,0,2,0,0,0,,,,,,,,,,0.745454545,0.611111111,0.777777778,0.722222222,0.875,0.5,0.5,0.5,0
66,Bob Waterfield,1960,40,0,0,0,0,3,0,0,0,,,,,,,,,,0.416666667,0.227272727,0.454545455,0.818181818,0.4,0,0,0.330357143,1
67,Bobby Petrino,2007,46,0,5,10,4,2,1,0,0,0.366666667,0.333333333,0.733333333,,,,,,,0.46875,0.629032258,0.435483871,0.451612903,0.333333333,0,0,0.230769231,0
68,Bobby Ross,1992,57,0,0,0,15,4,0,0,0,,,,,,,,,,0.3125,0.574074074,0.407407407,0.648148148,0.125,0,0,0.59375,2
69,Bobby Ross,1997,62,1,0,0,15,4,0,5,0,,,,,,,0.487100894,0.60357599,0.702171137,0.46875,0.568965517,0.586206897,0.568965517,0.375,0.5,0,0.4375,1
70,Brad Childress,2006,50,0,11,9,0,4,4,0,0,0.580645161,0.701612903,0.677419355,,,,,,,0.53125,0.548387097,0.516129032,0.419354839,0.666666667,0.5,0.5,0.4375,2
71,Brian Billick,1999,45,0,8,3,0,1,6,0,0,0.762452107,0.644529587,0.6449553,,,,,,,0.390625,0.24137931,0.379310345,0.344827586,0.125,0,0,0.625,3
73,Brick Muller,1926,25,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.65,0
74,Bruce Arians,2012,60,0,5,4,6,11,8,0,0,0.415322581,0.436290323,0.541935484,,,,,,,0.375,0.306451613,0.370967742,0.387096774,0.5,0.5,0,0.6875,0
75,Bruce Arians,2013,61,1,5,4,6,11,8,1,0,0.415322581,0.436290323,0.541935484,,,,0.451612903,0.35483871,0.193548387,0.40625,0.306451613,0.258064516,0.129032258,0.333333333,0,0,0.65625,2
77,Bruce Coslet,1990,44,0,0,0,0,5,4,0,0,0.944444444,0.777777778,0.731481481,,,,,,,0.390625,0.518518519,0.333333333,0.203703704,0.125,0,0,0.4375,1
78,Bruce Coslet,1997,51,1,0,0,0,5,7,4,1,0.755154169,0.672869914,0.595694216,,,,0.527777778,0.388888889,0.75,0.46875,0.534482759,0.465517241,0.224137931,0.5,0,0,0.3125,1
79,Buck Shaw,1946,47,0,7,0,13,0,0,0,0,,,,,,,,,,,,,,,0,0,0.642857143,3
80,Buck Shaw,1958,59,1,7,0,15,0,0,9,1,,,,,,,0.770683021,0.731962482,0.747835498,0.3125,0.181818182,0.136363636,0.090909091,0.1,0,0,0.395833333,1
81,Bud Carson,1989,58,0,0,1,5,0,16,0,0,,,,0.661944444,0.609259259,0.692222222,,,,0.645833333,0.574074074,0.759259259,0.814814815,0.833333333,1,0.5,0.407986111,0
82,Bud Grant,1967,40,0,0,0,0,0,0,0,0,,,,,,,,,,0.410714286,0.186813187,0.406593407,0.813186813,0.25,0,0,0.446428571,3
83,Bud Wilkinson,1978,62,0,0,0,17,0,0,0,0,,,,,,,,,,0.732142857,0.888888889,0.962962963,0.962962963,1,1,0.5,0.302884615,0
84,Buddy Parker,1949,36,0,0,0,0,0,0,0,0,,,,,,,,,,0.833333333,0.888888889,0.833333333,0.666666667,1,1,0.5,0.541666667,0
85,Buddy Parker,1951,38,1,0,0,0,1,0,1,1,,,,,,,0.333333333,0.666666667,0.888888889,0.416666667,0.638888889,0.458333333,0.625,0.375,0,0,0.6875,2
86,Buddy Parker,1957,44,2,0,0,0,1,0,7,1,,,,,,,0.670995671,0.718614719,0.75036075,0.375,0.409090909,0.227272727,0.681818182,0.2,0,0,0.5625,3
87,Buddy Ryan,1986,55,0,5,1,0,10,8,0,0,,,,0.699074074,0.796296296,0.481481481,,,,0.421875,0.314814815,0.333333333,0.37037037,0.125,0,0,0.405208333,2
88,Buddy Ryan,1994,63,1,5,1,0,10,9,5,1,,,,0.679012346,0.806584362,0.534979424,0.488888889,0.548148148,0.888888889,0.34375,0.166666667,0.462962963,0.425925926,0.125,0,0,0.375,0
89,Budge Garrett,1922,29,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.583333333,0
90,Bull Behman,1929,29,0,0,0,0,0,0,0,0,,,,,,,,,,0.583333333,1,0.606060606,1,0.671717172,,,0.425101215,1
91,Bull Karcis,1942,34,0,0,0,0,0,0,0,0,,,,,,,,,,0.454545455,0.722222222,0.388888889,0.277777778,0.5,0,0,0,0
92,Bulldog Turner,1962,43,0,1,0,0,0,0,0,0,,,,,,,,,,0.5,0.214285714,0.357142857,0.428571429,0.5,0,0,0.357142857,0
93,Bum Phillips,1975,52,0,0,2,1,3,3,0,0,,,,0.268148148,0.448888889,0.425185185,,,,0.285714286,0.34,0.16,0.02,0.333333333,0,0,0.535714286,2
94,Bum Phillips,1981,58,1,0,2,1,3,3,6,0,,,,0.268148148,0.448888889,0.425185185,0.492592593,0.594320988,0.596296296,0.28125,0.388888889,0.259259259,0.277777778,0.333333333,0,0,0.347222222,2
95,Buster Ramsey,1960,40,0,0,0,0,0,8,0,0,,,,0.579545455,0.636363636,0.727272727,,,,,,,,,0,0,0.410714286,0
96,Butch Davis,2001,50,0,10,0,6,4,2,0,0,,,,0.833333333,0.944444444,0.481481481,,,,0.15625,0.25,0,0,0,0,0,0.5,1
97,Cam Cameron,2007,46,0,8,0,5,3,5,0,0,0.683870968,0.741935484,0.722580645,,,,,,,0.46875,0.596774194,0.451612903,0.548387097,0.333333333,0,0,0.0625,0
98,Cap Edwards,1921,33,0,0,0,0,0,0,0,0,,,,,,,,,,0.615384615,1,0.769230769,1,0.461538462,,,0.65,0
99,Cap Edwards,1923,35,1,0,0,0,0,0,1,0,,,,,,,1,0.8,1,,,,,,,,0.642857143,1
100,Cap McEwan,1933,40,0,0,0,10,0,0,0,0,,,,,,,,,,0.196428571,0.642857143,0.126984127,0.5,0.198412698,,,0.456818182,0
101,Carl Storck,1922,30,0,0,0,0,0,0,0,0,,,,,,,,,,0.583333333,1,0.632692308,1,0.632692308,,,0.375,2
102,Carl Voyles,1948,50,0,8,0,12,0,0,0,0,,,,,,,,,,0.25,0.642857143,0.285714286,0.071428571,0.5,,,0.142857143,0
103,Cecil Isbell,1947,32,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,0,0,0.339285714,1
104,Cecil Isbell,1951,36,1,0,0,3,1,0,3,1,,,,,,,0.396825397,0.238095238,0.285714286,0.479166667,0.694444444,0.5,0.291666667,0.35,0,0,0.5,0
105,Chan Gailey,1998,46,0,5,2,3,6,4,0,0,0.641762452,0.658365262,0.452745849,,,,,,,0.5,0.5,0.568965517,0.724137931,0.625,0.5,0.5,0.5625,0
106,Chan Gailey,2010,58,1,5,2,9,6,7,2,1,0.475016332,0.584810872,0.470079041,,,,0.694252874,0.847126437,0.882183908,0.40625,0.419354839,0.338709677,0.225806452,0,0,0,0.3125,1
107,Charley Ewart,1949,34,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,0.125,0
108,Charley Moran,1927,49,0,0,0,14,0,0,0,0,,,,,,,,,,0.766176471,1,0.789473684,1,0.868421053,,,0.3125,0
109,Charley Rogers,1927,25,0,0,0,0,0,0,0,0,,,,,,,,,,0.766176471,1,0.789473684,1,0.868421053,,,0.5,0
110,Charley Winner,1966,42,0,0,0,0,9,3,0,0,,,,0.717948718,0.769230769,0.641025641,,,,0.357142857,0.192307692,0.230769231,0.384615385,0.166666667,0,0,0.535714286,2
111,Charley Winner,1974,50,1,0,0,0,11,4,5,1,,,,0.638461538,0.666923077,0.690769231,0.481333333,0.557904762,0.298095238,0.392857143,0.5,0.44,0.44,0.5,0,0,0.361111111,0
112,Charlie Brickley,1921,30,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,0,0
113,Charlie Waller,1969,48,0,15,0,0,3,0,0,0,,,,,,,,,,0.625,0.180555556,0.583333333,0.701388889,0.416666667,0,0,0.632142857,0
114,Chile Walsh,1934,31,0,0,0,4,0,0,0,0,,,,,,,,,,,,,,,,,0.333333333,0
115,Chip Kelly,2013,50,0,8,11,4,0,0,0,0,,,,,,,,,,0.375,0.048387097,0.403225806,0.774193548,0.333333333,0,0,0.625,1
116,Chip Kelly,2016,53,1,8,11,4,0,0,3,0,,,,,,,0.52688172,0.634408602,0.47311828,0.40625,0.580645161,0.177419355,0.274193548,0.166666667,0,0,0.125,0
117,Chris Palmer,1999,50,0,4,7,4,7,2,0,0,0.74137931,0.844827586,0.948275862,,,,,,,,,,,,0,0,0.15625,0
118,Chuck Drulis,1961,43,0,0,0,0,7,0,0,0,,,,,,,,,,0.270833333,0.378787879,0.257575758,0.492424242,0.083333333,0,0,1,0
119,Chuck Fairbanks,1973,40,0,0,0,6,0,0,0,0,,,,,,,,,,0.321428571,0.2,0.08,0.1,0.25,0,0,0.428571429,2
120,Chuck Knox,1973,41,0,0,0,0,10,0,0,0,,,,,,,,,,0.535714286,0.5,0.54,0.66,0.5,0,0,0.785714286,2
121,Chuck Knox,1978,46,1,0,0,0,10,0,5,0,,,,,,,0.937185185,0.929185185,0.819555556,0.178571429,0.277777778,0.092592593,0.425925926,0.125,0,0,0.375,2
122,Chuck Knox,1983,51,2,0,0,0,10,0,10,0,,,,,,,0.798222222,0.697925926,0.646814815,0.409722222,0.574074074,0.296296296,0.203703704,0.25,0,0,0.65625,3
123,Chuck Knox,1992,60,3,0,0,0,10,0,19,0,,,,,,,0.57411306,0.65582846,0.619181287,0.25,0.333333333,0.166666667,0.388888889,0.166666667,0,0,0.34375,1
124,Chuck Noll,1969,37,0,0,0,0,9,0,0,0,,,,,,,,,,0.25,0.166666667,0.2,0.333333333,0,0,0,0.214285714,3
125,Chuck Pagano,2012,52,0,13,2,0,9,1,0,0,,,,0.935483871,0.935483871,0.612903226,,,,0.375,0.306451613,0.370967742,0.387096774,0.5,0.5,0,0.6875,2
126,Chuck Studley,1983,54,0,5,0,7,10,4,0,0,,,,0.388888889,0.314814815,0.416666667,,,,0.274305556,0.148148148,0.092592593,0.018518519,0.166666667,0,0,0.2,0
127,Clark Shaughnessy,1948,56,0,0,0,31,0,0,0,0,,,,,,,,,,0.545454545,0.444444444,0.611111111,0.555555556,0.5,0,0,0.645833333,0
128,Clem Crowe,1949,46,0,0,0,15,3,0,0,0,,,,,,,,,,0.571428571,0.357142857,0.5,0.642857143,0.833333333,0.5,0.5,0.416666667,0
129,Clem Crowe,1950,47,1,0,0,15,3,0,1,0,,,,,,,0.666666667,0.5,0.166666667,0.291666667,0.285714286,0.357142857,0.452380952,0.5,0.5,0,0.083333333,0
130,Cliff Battles,1946,36,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.196428571,0
131,Clipper Smith,1947,49,0,0,0,23,0,0,0,0,,,,,,,,,,0.288636364,0.555555556,0.166666667,0.111111111,0.25,,,0.3125,0
132,Clive Rush,1969,38,0,6,0,3,1,5,0,0,0.673412698,0.484920635,0.616269841,,,,,,,0.410714286,0.566666667,0.366666667,0.2,0.333333333,0,0,0.214285714,0
133,Coonie Checkaye,1921,28,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,0,1,0,,,0,0
134,Curly Lambeau,1921,23,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0.566666667,3
135,Curly Lambeau,1950,52,1,0,0,0,0,0,29,0,,,,,,,0.808128079,0.726728964,0.829994527,0.729166667,0.944444444,0.722222222,0.5,0.75,0.5,0,0.308333333,0
136,Curly Lambeau,1952,54,2,0,0,0,0,0,31,0,,,,,,,0.781650607,0.699393566,0.810170833,0.333333333,0.087121212,0.174242424,0.257575758,0.3,0,0,0.4375,0
137,Dan Campbell,2015,39,0,0,0,0,4,0,0,0,,,,,,,,,,0.5,0.516129032,0.5,0.370967742,0.333333333,0,0,0.416666667,0
138,Dan Devine,1971,47,0,0,0,16,0,0,0,0,,,,,,,,,,0.5,0.193333333,0.413333333,0.426666667,0.333333333,0,0,0.535714286,1
139,Dan Henning,1983,41,0,3,2,0,6,0,0,0,,,,,,,,,,0.496527778,0.740740741,0.574074074,0.592592593,0.833333333,0.5,0,0.34375,1
